Sentiment,UserID,DateTime,Product,User,Comment,NO_Punctuations,Tokenized_Data,Stop_Words_Removed
0,2381,Tue Jun 02 03:15:18 UTC 2009,time warner,batchoutlost,#WFTB Joining a bit late. My connection was down (boo time warner),wftb joining a bit late my connection was down boo time warner,"['wftb', 'joining', 'a', 'bit', 'late', 'my', 'connection', 'was', 'down', 'boo', 'time', 'warner']","['wftb', 'joining', 'bit', 'late', 'connection', 'boo', 'time', 'warner']"
0,2382,Tue Jun 02 03:15:32 UTC 2009,time warner,floatingatoll,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.,cox or time warner  cox is cheaper and gets a b on dslreports  tw is more expensive and gets a c,"['cox', 'or', 'time', 'warner', 'cox', 'is', 'cheaper', 'and', 'gets', 'a', 'b', 'on', 'dslreports', 'tw', 'is', 'more', 'expensive', 'and', 'gets', 'a', 'c']","['cox', 'time', 'warner', 'cox', 'cheaper', 'gets', 'b', 'dslreports', 'tw', 'expensive', 'gets', 'c']"
0,2383,Tue Jun 02 03:15:52 UTC 2009,time warner,kippy2,i am furious with time warner and their phone promotions!,i am furious with time warner and their phone promotions,"['i', 'am', 'furious', 'with', 'time', 'warner', 'and', 'their', 'phone', 'promotions']","['furious', 'time', 'warner', 'phone', 'promotions']"
0,2384,Tue Jun 02 03:16:23 UTC 2009,time warner,iamtony,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner,just got home from chickfila with the boys damn my internets down  stupid time warner,"['just', 'got', 'home', 'from', 'chickfila', 'with', 'the', 'boys', 'damn', 'my', 'internets', 'down', 'stupid', 'time', 'warner']","['got', 'home', 'chickfila', 'boys', 'damn', 'internets', 'stupid', 'time', 'warner']"
0,2385,Tue Jun 02 03:16:42 UTC 2009,time warner,dcwhip,could time-warner cable suck more?  NO.,could timewarner cable suck more  no,"['could', 'timewarner', 'cable', 'suck', 'more', 'no']","['could', 'timewarner', 'cable', 'suck']"
0,2386,Tue Jun 02 03:17:03 UTC 2009,time warner,JustGLB,Pissed at Time Warner for causin me to have slow internet problems,pissed at time warner for causin me to have slow internet problems,"['pissed', 'at', 'time', 'warner', 'for', 'causin', 'me', 'to', 'have', 'slow', 'internet', 'problems']","['pissed', 'time', 'warner', 'causin', 'slow', 'internet', 'problems']"
0,2387,Tue Jun 02 03:18:04 UTC 2009,time warner,chaneykyoto,"@sportsguy33 Ummm, having some Time Warner problems?",sportsguy33 ummm having some time warner problems,"['sportsguy33', 'ummm', 'having', 'some', 'time', 'warner', 'problems']","['sportsguy33', 'ummm', 'time', 'warner', 'problems']"
0,2388,Tue Jun 02 03:18:49 UTC 2009,time warner,ldmullen,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j,you guys see this  why does time warner have to suck so much ass  really wish i could get uverse at my apartment httpbitlys594j,"['you', 'guys', 'see', 'this', 'why', 'does', 'time', 'warner', 'have', 'to', 'suck', 'so', 'much', 'ass', 'really', 'wish', 'i', 'could', 'get', 'uverse', 'at', 'my', 'apartment', 'httpbitlys594j']","['guys', 'see', 'time', 'warner', 'suck', 'much', 'ass', 'really', 'wish', 'could', 'get', 'uverse', 'apartment', 'httpbitlys594j']"
0,2389,Tue Jun 02 03:22:08 UTC 2009,time warner,JohnTurlington,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside.",rt sportsguy33 the upside to time warner unhelpful phone operators   superslow onsite service crap thats not an upside,"['rt', 'sportsguy33', 'the', 'upside', 'to', 'time', 'warner', 'unhelpful', 'phone', 'operators', 'superslow', 'onsite', 'service', 'crap', 'thats', 'not', 'an', 'upside']","['rt', 'sportsguy33', 'upside', 'time', 'warner', 'unhelpful', 'phone', 'operators', 'superslow', 'onsite', 'service', 'crap', 'thats', 'upside']"
0,2390,Tue Jun 02 03:22:19 UTC 2009,time warner,johnscleary,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable.""",rt sportsguy33 new time warner slogan time warner where we make you long for the days before cable,"['rt', 'sportsguy33', 'new', 'time', 'warner', 'slogan', 'time', 'warner', 'where', 'we', 'make', 'you', 'long', 'for', 'the', 'days', 'before', 'cable']","['rt', 'sportsguy33', 'new', 'time', 'warner', 'slogan', 'time', 'warner', 'make', 'long', 'days', 'cable']"
0,2391,Tue Jun 02 03:23:36 UTC 2009,time warner,ecormany,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/",confirmed its time warners fault not facebooks that fb is taking about 3 minutes to load so tempted to switch to verizon ,"['confirmed', 'its', 'time', 'warners', 'fault', 'not', 'facebooks', 'that', 'fb', 'is', 'taking', 'about', '3', 'minutes', 'to', 'load', 'so', 'tempted', 'to', 'switch', 'to', 'verizon', '']","['confirmed', 'time', 'warners', 'fault', 'facebooks', 'fb', 'taking', '3', 'minutes', 'load', 'tempted', 'switch', 'verizon', '']"
0,2392,Tue Jun 02 03:24:00 UTC 2009,time warner,matsonj,@sportsguy33 Time Warner = epic fail,sportsguy33 time warner  epic fail,"['sportsguy33', 'time', 'warner', 'epic', 'fail']","['sportsguy33', 'time', 'warner', 'epic', 'fail']"
2,2393,Tue Jun 02 03:24:45 UTC 2009,china,YildirimNews,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china,lawson to head newedge hong kong httpbitlyxlqsd business china,"['lawson', 'to', 'head', 'newedge', 'hong', 'kong', 'httpbitlyxlqsd', 'business', 'china']","['lawson', 'head', 'newedge', 'hong', 'kong', 'httpbitlyxlqsd', 'business', 'china']"
2,2394,Tue Jun 02 03:24:59 UTC 2009,china,zedomax,Weird Piano Guitar House in China! http://u2s.me/72i8,weird piano guitar house in china httpu2sme72i8,"['weird', 'piano', 'guitar', 'house', 'in', 'china', 'httpu2sme72i8']","['weird', 'piano', 'guitar', 'house', 'china', 'httpu2sme72i8']"
2,2395,Tue Jun 02 03:27:19 UTC 2009,gm,theprovince,Send us your GM/Chevy photos http://tinyurl.com/luzkpq,send us your gmchevy photos httptinyurlcomluzkpq,"['send', 'us', 'your', 'gmchevy', 'photos', 'httptinyurlcomluzkpq']","['send', 'us', 'gmchevy', 'photos', 'httptinyurlcomluzkpq']"
0,2396,Tue Jun 02 03:27:34 UTC 2009,gm,PeteHall,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.,i know how sad is that  rt caseymercier 1st day of hurricane season thats less scarey than govt taking over gm,"['i', 'know', 'how', 'sad', 'is', 'that', 'rt', 'caseymercier', '1st', 'day', 'of', 'hurricane', 'season', 'thats', 'less', 'scarey', 'than', 'govt', 'taking', 'over', 'gm']","['know', 'sad', 'rt', 'caseymercier', '1st', 'day', 'hurricane', 'season', 'thats', 'less', 'scarey', 'govt', 'taking', 'gm']"
0,2397,Tue Jun 02 03:27:52 UTC 2009,gm,ram_zone,"GM files Bankruptcy, not a good sign...",gm files bankruptcy not a good sign,"['gm', 'files', 'bankruptcy', 'not', 'a', 'good', 'sign']","['gm', 'files', 'bankruptcy', 'good', 'sign']"
4,2398,Tue Jun 02 03:28:41 UTC 2009,yankees,irishyanks,yankees won mets lost. its a good day.,yankees won mets lost its a good day,"['yankees', 'won', 'mets', 'lost', 'its', 'a', 'good', 'day']","['yankees', 'mets', 'lost', 'good', 'day']"
4,2399,Tue Jun 02 03:29:47 UTC 2009,dentist,Erinthebigsis,My dentist appt today was actually quite enjoyable.,my dentist appt today was actually quite enjoyable,"['my', 'dentist', 'appt', 'today', 'was', 'actually', 'quite', 'enjoyable']","['dentist', 'appt', 'today', 'actually', 'quite', 'enjoyable']"
0,2400,Tue Jun 02 03:32:10 UTC 2009,dentist,cassieeeelove,I hate the effing dentist.,i hate the effing dentist,"['i', 'hate', 'the', 'effing', 'dentist']","['hate', 'effing', 'dentist']"
2,2401,Tue Jun 02 03:32:28 UTC 2009,dentist,johnnyt183,@stevemoakler i had a dentist appt this morning and had the same conversation!,stevemoakler i had a dentist appt this morning and had the same conversation,"['stevemoakler', 'i', 'had', 'a', 'dentist', 'appt', 'this', 'morning', 'and', 'had', 'the', 'same', 'conversation']","['stevemoakler', 'dentist', 'appt', 'morning', 'conversation']"
0,2402,Tue Jun 02 03:33:25 UTC 2009,dentist,b_bassi,@kirstiealley I hate going to the dentist.. !!!,kirstiealley i hate going to the dentist ,"['kirstiealley', 'i', 'hate', 'going', 'to', 'the', 'dentist', '']","['kirstiealley', 'hate', 'going', 'dentist', '']"
0,2403,Tue Jun 02 03:34:23 UTC 2009,dentist,cmg11,i hate the dentist....who invented them anyways?,i hate the dentistwho invented them anyways,"['i', 'hate', 'the', 'dentistwho', 'invented', 'them', 'anyways']","['hate', 'dentistwho', 'invented', 'anyways']"
0,2404,Tue Jun 02 03:34:37 UTC 2009,dentist,arianaflyy,this dentist's office is cold :/,this dentists office is cold ,"['this', 'dentists', 'office', 'is', 'cold', '']","['dentists', 'office', 'cold', '']"
2,2405,Tue Jun 02 03:34:50 UTC 2009,dentist,jettellis,Check this video out -- David After Dentist http://bit.ly/47aW2,check this video out  david after dentist httpbitly47aw2,"['check', 'this', 'video', 'out', 'david', 'after', 'dentist', 'httpbitly47aw2']","['check', 'video', 'david', 'dentist', 'httpbitly47aw2']"
2,2406,Tue Jun 02 03:35:05 UTC 2009,dentist,AdiOpERsOcoM,First dentist appointment [in years] on Wednesday possibly.,first dentist appointment in years on wednesday possibly,"['first', 'dentist', 'appointment', 'in', 'years', 'on', 'wednesday', 'possibly']","['first', 'dentist', 'appointment', 'years', 'wednesday', 'possibly']"
2,2407,Tue Jun 02 04:29:14 UTC 2009,baseball,HallofChampions,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu,tom shanahans latest column on sdsu and its ncaa baseball regional appearance httpowlyaxhu,"['tom', 'shanahans', 'latest', 'column', 'on', 'sdsu', 'and', 'its', 'ncaa', 'baseball', 'regional', 'appearance', 'httpowlyaxhu']","['tom', 'shanahans', 'latest', 'column', 'sdsu', 'ncaa', 'baseball', 'regional', 'appearance', 'httpowlyaxhu']"
2,2408,Tue Jun 02 04:29:17 UTC 2009,baseball,SimpleManJess,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a,baseballamericacom blog baseball america prospects blog  blog  httpbitlyett8a,"['baseballamericacom', 'blog', 'baseball', 'america', 'prospects', 'blog', 'blog', 'httpbitlyett8a']","['baseballamericacom', 'blog', 'baseball', 'america', 'prospects', 'blog', 'blog', 'httpbitlyett8a']"
2,2409,Tue Jun 02 04:29:28 UTC 2009,baseball,Oregon_Live,Portland city politics may undo baseball park http://tinyurl.com/lpjquj,portland city politics may undo baseball park httptinyurlcomlpjquj,"['portland', 'city', 'politics', 'may', 'undo', 'baseball', 'park', 'httptinyurlcomlpjquj']","['portland', 'city', 'politics', 'may', 'undo', 'baseball', 'park', 'httptinyurlcomlpjquj']"
2,2410,Tue Jun 02 04:39:41 UTC 2009,safeway,AirDye,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s",rt watersisweb ca merceds water bottled by safeway resold at a profit wells are drying up across the county httptinyurlcommb573s,"['rt', 'watersisweb', 'ca', 'merceds', 'water', 'bottled', 'by', 'safeway', 'resold', 'at', 'a', 'profit', 'wells', 'are', 'drying', 'up', 'across', 'the', 'county', 'httptinyurlcommb573s']","['rt', 'watersisweb', 'ca', 'merceds', 'water', 'bottled', 'safeway', 'resold', 'profit', 'wells', 'drying', 'across', 'county', 'httptinyurlcommb573s']"
2,2411,Tue Jun 02 04:40:09 UTC 2009,safeway,csquaredx,dropped her broccoli walking home from safeway! ;( so depressed,dropped her broccoli walking home from safeway  so depressed,"['dropped', 'her', 'broccoli', 'walking', 'home', 'from', 'safeway', 'so', 'depressed']","['dropped', 'broccoli', 'walking', 'home', 'safeway', 'depressed']"
2,2412,Tue Jun 02 04:41:05 UTC 2009,safeway,XPhile1908,@ronjon we don't have Safeway.,ronjon we dont have safeway,"['ronjon', 'we', 'dont', 'have', 'safeway']","['ronjon', 'dont', 'safeway']"
4,2413,Tue Jun 02 04:41:13 UTC 2009,safeway,LaurenAmor,Just applied at Safeway!(: Yeeeee!,just applied at safeway yeeeee,"['just', 'applied', 'at', 'safeway', 'yeeeee']","['applied', 'safeway', 'yeeeee']"
0,2414,Tue Jun 02 04:41:24 UTC 2009,safeway,TravisJensenSF,@ Safeway. Place is a nightmare right now. Bumming., safeway place is a nightmare right now bumming,"['', 'safeway', 'place', 'is', 'a', 'nightmare', 'right', 'now', 'bumming']","['', 'safeway', 'place', 'nightmare', 'right', 'bumming']"
2,2415,Tue Jun 02 04:41:32 UTC 2009,safeway,Lovely_Lauren,at safeway with dad,at safeway with dad,"['at', 'safeway', 'with', 'dad']","['safeway', 'dad']"
0,2416,Tue Jun 02 04:41:41 UTC 2009,safeway,fugface85,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;",hate safeway select green tea icecream bought two cartons what a waste of money  gtlt,"['hate', 'safeway', 'select', 'green', 'tea', 'icecream', 'bought', 'two', 'cartons', 'what', 'a', 'waste', 'of', 'money', 'gtlt']","['hate', 'safeway', 'select', 'green', 'tea', 'icecream', 'bought', 'two', 'cartons', 'waste', 'money', 'gtlt']"
2,2417,Tue Jun 02 04:42:00 UTC 2009,safeway,_JessicaJOY,"Safeway with Marvin, Janelle, and Auntie Lhu",safeway with marvin janelle and auntie lhu,"['safeway', 'with', 'marvin', 'janelle', 'and', 'auntie', 'lhu']","['safeway', 'marvin', 'janelle', 'auntie', 'lhu']"
2,2418,Tue Jun 02 04:42:29 UTC 2009,safeway,mobileadgirl,Safeway offering mobile coupons http://bit.ly/ONH7w,safeway offering mobile coupons httpbitlyonh7w,"['safeway', 'offering', 'mobile', 'coupons', 'httpbitlyonh7w']","['safeway', 'offering', 'mobile', 'coupons', 'httpbitlyonh7w']"
2,2419,Tue Jun 02 06:52:26 UTC 2009,driving,m_marchesi,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa",phillies driving in the cadillac with the top down in cali win 53  httptinyurlcomnzcjqa,"['phillies', 'driving', 'in', 'the', 'cadillac', 'with', 'the', 'top', 'down', 'in', 'cali', 'win', '53', 'httptinyurlcomnzcjqa']","['phillies', 'driving', 'cadillac', 'top', 'cali', 'win', '53', 'httptinyurlcomnzcjqa']"
2,2421,Tue Jun 02 06:53:09 UTC 2009,eating,TheDebtress,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.,saved money by opting for grocery store trip and stocking food in hotel room fridge vs eating out every night while out of town,"['saved', 'money', 'by', 'opting', 'for', 'grocery', 'store', 'trip', 'and', 'stocking', 'food', 'in', 'hotel', 'room', 'fridge', 'vs', 'eating', 'out', 'every', 'night', 'while', 'out', 'of', 'town']","['saved', 'money', 'opting', 'grocery', 'store', 'trip', 'stocking', 'food', 'hotel', 'room', 'fridge', 'vs', 'eating', 'every', 'night', 'town']"
2,2422,Tue Jun 02 06:53:15 UTC 2009,eating,face_of_boe,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.",lounging around eating taco bell and watching ncis before work tonight need help staying awake,"['lounging', 'around', 'eating', 'taco', 'bell', 'and', 'watching', 'ncis', 'before', 'work', 'tonight', 'need', 'help', 'staying', 'awake']","['lounging', 'around', 'eating', 'taco', 'bell', 'watching', 'ncis', 'work', 'tonight', 'need', 'help', 'staying', 'awake']"
2,2426,Tue Jun 02 06:53:30 UTC 2009,eating,LaraAvni,eating breakfast and then school,eating breakfast and then school,"['eating', 'breakfast', 'and', 'then', 'school']","['eating', 'breakfast', 'school']"
2,2427,Tue Jun 02 06:53:32 UTC 2009,eating,elpasira,still hungry after eating....,still hungry after eating,"['still', 'hungry', 'after', 'eating']","['still', 'hungry', 'eating']"
2,2428,Tue Jun 02 06:53:45 UTC 2009,eating,Fitness_101,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn,10 tips for healthy eating  resultsby fitness blog  fitness  httpbitly62gfn,"['10', 'tips', 'for', 'healthy', 'eating', 'resultsby', 'fitness', 'blog', 'fitness', 'httpbitly62gfn']","['10', 'tips', 'healthy', 'eating', 'resultsby', 'fitness', 'blog', 'fitness', 'httpbitly62gfn']"
2,2429,Tue Jun 02 06:54:11 UTC 2009,eating,ohmurder,"with the boyfriend, eating a quesadilla",with the boyfriend eating a quesadilla,"['with', 'the', 'boyfriend', 'eating', 'a', 'quesadilla']","['boyfriend', 'eating', 'quesadilla']"
2,2430,Tue Jun 02 06:54:19 UTC 2009,eating,whoaoblivious,"Eating dinner. Meat, chips, and risotto.",eating dinner meat chips and risotto,"['eating', 'dinner', 'meat', 'chips', 'and', 'risotto']","['eating', 'dinner', 'meat', 'chips', 'risotto']"
2,2502,Thu Jun 04 16:53:02 UTC 2009,nike,stefanjos,got a new pair of nike shoes. pics up later,got a new pair of nike shoes pics up later,"['got', 'a', 'new', 'pair', 'of', 'nike', 'shoes', 'pics', 'up', 'later']","['got', 'new', 'pair', 'nike', 'shoes', 'pics', 'later']"
2,2503,Thu Jun 04 16:53:15 UTC 2009,nike,nsborg,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448",nike sb blazer high acg custom  brad douglas  httptimesurlat45a448,"['nike', 'sb', 'blazer', 'high', 'acg', 'custom', 'brad', 'douglas', 'httptimesurlat45a448']","['nike', 'sb', 'blazer', 'high', 'acg', 'custom', 'brad', 'douglas', 'httptimesurlat45a448']"
4,2504,Thu Jun 04 16:53:20 UTC 2009,nike,marieforleo,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes,nike rocks im super grateful for what ive done with them  amp the european division of nike is beyond whitstyles muchasmuertes,"['nike', 'rocks', 'im', 'super', 'grateful', 'for', 'what', 'ive', 'done', 'with', 'them', 'amp', 'the', 'european', 'division', 'of', 'nike', 'is', 'beyond', 'whitstyles', 'muchasmuertes']","['nike', 'rocks', 'im', 'super', 'grateful', 'ive', 'done', 'amp', 'european', 'division', 'nike', 'beyond', 'whitstyles', 'muchasmuertes']"
2,2505,Thu Jun 04 16:53:48 UTC 2009,nike,imflashy,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN,nike air yeezy khakipink colorway release  httpsharesbjfn,"['nike', 'air', 'yeezy', 'khakipink', 'colorway', 'release', 'httpsharesbjfn']","['nike', 'air', 'yeezy', 'khakipink', 'colorway', 'release', 'httpsharesbjfn']"
4,2506,Thu Jun 04 16:54:17 UTC 2009,nike,TheGlossMagazin,@evelynbyrne have you tried Nike  ? V. addictive.,evelynbyrne have you tried nike   v addictive,"['evelynbyrne', 'have', 'you', 'tried', 'nike', 'v', 'addictive']","['evelynbyrne', 'tried', 'nike', 'v', 'addictive']"
2,2507,Thu Jun 04 16:54:32 UTC 2009,nike,MiniGreek,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....,erickoston that looks an awful lot like one of nikes private jetsim just sayin,"['erickoston', 'that', 'looks', 'an', 'awful', 'lot', 'like', 'one', 'of', 'nikes', 'private', 'jetsim', 'just', 'sayin']","['erickoston', 'looks', 'awful', 'lot', 'like', 'one', 'nikes', 'private', 'jetsim', 'sayin']"
4,2508,Thu Jun 04 16:54:36 UTC 2009,nike,TracySuter,The Nike Training Club (beta) iPhone app looks very interesting.,the nike training club beta iphone app looks very interesting,"['the', 'nike', 'training', 'club', 'beta', 'iphone', 'app', 'looks', 'very', 'interesting']","['nike', 'training', 'club', 'beta', 'iphone', 'app', 'looks', 'interesting']"
0,2529,Sun Jun 07 01:12:38 UTC 2009,jquery,TobyJuanKenobi,argghhhh why won't  my jquery appear in safari bad safari !!!,argghhhh why wont  my jquery appear in safari bad safari ,"['argghhhh', 'why', 'wont', 'my', 'jquery', 'appear', 'in', 'safari', 'bad', 'safari', '']","['argghhhh', 'wont', 'jquery', 'appear', 'safari', 'bad', 'safari', '']"
2,2530,Sun Jun 07 01:12:44 UTC 2009,jquery,inBlogs,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt,devsnippets  jquery tools  javascript ui components for the web httpinblogsorggohfuqt,"['devsnippets', 'jquery', 'tools', 'javascript', 'ui', 'components', 'for', 'the', 'web', 'httpinblogsorggohfuqt']","['devsnippets', 'jquery', 'tools', 'javascript', 'ui', 'components', 'web', 'httpinblogsorggohfuqt']"
2,2531,Sun Jun 07 01:12:46 UTC 2009,jquery,vmkobs,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",all about ajaxjquery css javascript and more many examples httpajaxiancom,"['all', 'about', 'ajaxjquery', 'css', 'javascript', 'and', 'more', 'many', 'examples', 'httpajaxiancom']","['ajaxjquery', 'css', 'javascript', 'many', 'examples', 'httpajaxiancom']"
4,2532,Sun Jun 07 01:13:23 UTC 2009,jquery,ghurson,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js",im ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jqueryspokenforjs,"['im', 'ready', 'to', 'drop', 'the', 'pretenses', 'i', 'am', 'forever', 'in', 'love', 'with', 'jquery', 'and', 'i', 'want', 'to', 'marry', 'it', 'sorry', 'ladies', 'this', 'nerd', 'is', 'jqueryspokenforjs']","['im', 'ready', 'drop', 'pretenses', 'forever', 'love', 'jquery', 'want', 'marry', 'sorry', 'ladies', 'nerd', 'jqueryspokenforjs']"
2,2533,Sun Jun 07 01:13:34 UTC 2009,jquery,5x1llz,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq",this is cold i was looking at googles chartvisualization api and found this jquery wrapper for the api  httptinyurlcommq52bq,"['this', 'is', 'cold', 'i', 'was', 'looking', 'at', 'googles', 'chartvisualization', 'api', 'and', 'found', 'this', 'jquery', 'wrapper', 'for', 'the', 'api', 'httptinyurlcommq52bq']","['cold', 'looking', 'googles', 'chartvisualization', 'api', 'found', 'jquery', 'wrapper', 'api', 'httptinyurlcommq52bq']"
2,2534,Sun Jun 07 01:13:43 UTC 2009,jquery,bryall,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.,i spent most of my day reading a jquery book now to start drinking some delirium tremens,"['i', 'spent', 'most', 'of', 'my', 'day', 'reading', 'a', 'jquery', 'book', 'now', 'to', 'start', 'drinking', 'some', 'delirium', 'tremens']","['spent', 'day', 'reading', 'jquery', 'book', 'start', 'drinking', 'delirium', 'tremens']"
2,2535,Sun Jun 07 01:14:41 UTC 2009,jquery,vmkobs,jquery Selectors http://codylindley.com/jqueryselectors/,jquery selectors httpcodylindleycomjqueryselectors,"['jquery', 'selectors', 'httpcodylindleycomjqueryselectors']","['jquery', 'selectors', 'httpcodylindleycomjqueryselectors']"
2,2536,Sun Jun 07 01:15:08 UTC 2009,jquery,maheshcha,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ,how to implement a news ticker with jquery and ten lines of code httpbitlycznfj,"['how', 'to', 'implement', 'a', 'news', 'ticker', 'with', 'jquery', 'and', 'ten', 'lines', 'of', 'code', 'httpbitlycznfj']","['implement', 'news', 'ticker', 'jquery', 'ten', 'lines', 'code', 'httpbitlycznfj']"
2,2537,Sun Jun 07 03:27:52 UTC 2009,warren buffet,MyBenchmarkMtg,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO,whats buffet doing warren buffett kicks butt in battle of the boots posted byalex crippe httpbitlyauizo,"['whats', 'buffet', 'doing', 'warren', 'buffett', 'kicks', 'butt', 'in', 'battle', 'of', 'the', 'boots', 'posted', 'byalex', 'crippe', 'httpbitlyauizo']","['whats', 'buffet', 'warren', 'buffett', 'kicks', 'butt', 'battle', 'boots', 'posted', 'byalex', 'crippe', 'httpbitlyauizo']"
4,2538,Sun Jun 07 03:28:18 UTC 2009,warren buffet,PragCapitalist,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga",super investors a great weekend read here from warren buffet oldie but a goodie httptinyurlcomoqxgga,"['super', 'investors', 'a', 'great', 'weekend', 'read', 'here', 'from', 'warren', 'buffet', 'oldie', 'but', 'a', 'goodie', 'httptinyurlcomoqxgga']","['super', 'investors', 'great', 'weekend', 'read', 'warren', 'buffet', 'oldie', 'goodie', 'httptinyurlcomoqxgga']"
2,2539,Sun Jun 07 03:28:26 UTC 2009,warren buffet,SmartMouthBroad,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul,im truly braindead  i couldnt come up with warren buffets name to save my soul,"['im', 'truly', 'braindead', 'i', 'couldnt', 'come', 'up', 'with', 'warren', 'buffets', 'name', 'to', 'save', 'my', 'soul']","['im', 'truly', 'braindead', 'couldnt', 'come', 'warren', 'buffets', 'name', 'save', 'soul']"
4,2540,Sun Jun 07 03:29:04 UTC 2009,warren buffet,goncalol,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio",reading michael palin book the python yearsgreat book i also recommend warren buffet amp nelson mandelas bio,"['reading', 'michael', 'palin', 'book', 'the', 'python', 'yearsgreat', 'book', 'i', 'also', 'recommend', 'warren', 'buffet', 'amp', 'nelson', 'mandelas', 'bio']","['reading', 'michael', 'palin', 'book', 'python', 'yearsgreat', 'book', 'also', 'recommend', 'warren', 'buffet', 'amp', 'nelson', 'mandelas', 'bio']"
4,2541,Sun Jun 07 17:42:50 UTC 2009,notre dame school,BobtheRobot,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.",i mean im down with notre dame if i have to  its a good school id be closer to dan id enjoy it,"['i', 'mean', 'im', 'down', 'with', 'notre', 'dame', 'if', 'i', 'have', 'to', 'its', 'a', 'good', 'school', 'id', 'be', 'closer', 'to', 'dan', 'id', 'enjoy', 'it']","['mean', 'im', 'notre', 'dame', 'good', 'school', 'id', 'closer', 'dan', 'id', 'enjoy']"
0,2543,Sun Jun 07 21:47:45 UTC 2009,time warner,Hittman,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html",i cant watch tv without a tivo  and after all these years the timewarner dvr  still sucks httpwwwdavehittcommarch03twdvrhtml,"['i', 'cant', 'watch', 'tv', 'without', 'a', 'tivo', 'and', 'after', 'all', 'these', 'years', 'the', 'timewarner', 'dvr', 'still', 'sucks', 'httpwwwdavehittcommarch03twdvrhtml']","['cant', 'watch', 'tv', 'without', 'tivo', 'years', 'timewarner', 'dvr', 'still', 'sucks', 'httpwwwdavehittcommarch03twdvrhtml']"
4,2544,Mon Jun 08 00:01:27 UTC 2009,federer,aiban,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis,id say some sports writers are idiots for saying roger federer is one of the best ever in tennis  roger federer is the best ever in tennis,"['id', 'say', 'some', 'sports', 'writers', 'are', 'idiots', 'for', 'saying', 'roger', 'federer', 'is', 'one', 'of', 'the', 'best', 'ever', 'in', 'tennis', 'roger', 'federer', 'is', 'the', 'best', 'ever', 'in', 'tennis']","['id', 'say', 'sports', 'writers', 'idiots', 'saying', 'roger', 'federer', 'one', 'best', 'ever', 'tennis', 'roger', 'federer', 'best', 'ever', 'tennis']"
